time	value	nobs
2003-01-01	0.7728777021276596	47
2003-01-02	0.760137680851064	47
2003-01-03	0.7533114042553193	47
2003-01-04	0.6343429361702129	47
2003-01-05	0.6587330851063831	47
2003-01-06	0.3992321914893616	47
2003-01-07	0.4077667021276596	47
2003-01-08	0.3718666382978724	47
2003-01-09	0.4833183191489361	47
2003-01-10	0.5792230851063831	47
2003-01-11	0.5887367872340425	47
2003-01-12	0.6456994893617021	47
2003-01-13	0.7130890638297874	47
2003-01-14	0.7123829574468086	47
2003-01-15	0.7469001702127659	47
2003-01-16	1.1147900638297874	47
2003-01-17	1.663146468085106	47
2003-01-18	1.9941700000000004	47
2003-01-19	2.158325744680851	47
2003-01-20	2.2317010638297874	47
2003-01-21	2.891510212765957	47
2003-01-22	2.707051489361702	47
2003-01-23	2.1694980851063836	47
2003-01-24	1.8138659574468086	47
2003-01-25	1.726144468085106	47
2003-01-26	1.4780793617021277	47
2003-01-27	1.0904132978723404	47
2003-01-28	0.8035924042553192	47
2003-01-29	0.6418078297872339	47
2003-01-30	0.5629332765957447	47
2003-01-31	0.665040340425532	47
2003-02-01	0.4427305957446808	47
2003-02-02	0.5485126382978723	47
2003-02-03	0.6578833829787234	47
2003-02-04	0.9119042765957449	47
2003-02-05	0.9500431489361703	47
2003-02-06	1.034870425531915	47
2003-02-07	1.524007659574468	47
2003-02-08	2.2148304255319147	47
2003-02-09	2.9560559574468086	47
2003-02-10	2.682450425531915	47
2003-02-11	1.2947051063829786	47
2003-02-12	1.0140475957446808	47
2003-02-13	1.0466613829787232	47
2003-02-14	1.2125453191489364	47
2003-02-15	1.2598491489361698	47
2003-02-16	1.1949240425531913	47
2003-02-17	1.3481717021276596	47
2003-02-18	1.4115455319148933	47
2003-02-19	1.3598512765957445	47
2003-02-20	1.3817304255319147	47
2003-02-21	1.8856827659574475	47
2003-02-22	2.011398723404255	47
2003-02-23	1.196634255319149	47
2003-02-24	1.0896641914893617	47
2003-02-25	1.4682018936170211	47
2003-02-26	1.6849270212765957	47
2003-02-27	1.3184829787234043	47
2003-02-28	1.4180880851063828	47
2003-03-01	1.5379640425531913	47
2003-03-02	2.3201351063829794	47
2003-03-03	1.9121489361702126	47
2003-03-04	0.9736185957446809	47
2003-03-05	1.0053777021276595	47
2003-03-06	1.0224254680851064	47
2003-03-07	1.2646306382978725	47
2003-03-08	1.4710710425531912	47
2003-03-09	1.4452644680851063	47
2003-03-10	1.7099008510638298	47
2003-03-11	1.5452657446808509	47
2003-03-12	1.4351485106382977	47
2003-03-13	1.412111276595745	47
2003-03-14	2.057312765957447	47
2003-03-15	1.8421940425531917	47
2003-03-16	2.0116089361702127	47
2003-03-17	1.5878168085106383	47
2003-03-18	1.4387763829787235	47
2003-03-19	1.5628848936170212	47
2003-03-20	1.9609095744680856	47
2003-03-21	2.266508085106383	47
2003-03-22	2.007457659574468	47
2003-03-23	2.0345131914893617	47
2003-03-24	2.5388287234042552	47
2003-03-25	2.835386595744681	47
2003-03-26	3.5346308510638296	47
2003-03-27	2.9321685106382978	47
2003-03-28	2.286103404255319	47
2003-03-29	2.526597659574468	47
2003-03-30	3.423227234042554	47
