time	value	nobs
2002-05-02	33.84909090909091	22
2002-05-03	33.94553191489362	47
2002-05-04	37.735106382978735	47
2002-05-05	37.658723404255326	47
2002-05-06	37.31085106382978	47
2002-05-07	37.356595744680845	47
2002-05-08	36.3976595744681	47
2002-05-09	35.89595744680852	47
2002-05-10	35.46446808510636	47
2002-05-11	37.17340425531915	47
2002-05-12	36.64042553191489	47
2002-05-13	35.950638297872324	47
2002-05-14	35.51936170212765	47
2002-05-15	35.17382978723403	47
2002-05-16	34.9063829787234	47
2002-05-17	34.60127659574468	47
2002-05-18	34.29340425531916	47
2002-05-19	34.012978723404274	47
2002-05-20	33.76659574468088	47
2002-05-21	33.50744680851066	47
2002-05-22	33.23	47
2002-05-23	32.95234042553191	47
2002-05-25	32.74680851063831	47
2002-05-26	32.54680851063831	47
2002-05-27	32.327446808510636	47
2002-05-28	35.079574468085106	47
2002-05-29	36.12170212765959	47
2002-05-30	35.459574468085115	47
2002-05-31	34.84148936170212	47
2002-06-01	34.2027659574468	47
2002-06-02	33.70148936170213	47
2002-06-03	33.239787234042545	47
2002-06-04	32.8095744680851	47
2002-06-05	32.3968085106383	47
2002-06-06	32.07446808510638	47
2002-06-07	32.13021276595745	47
2002-06-08	36.602127659574464	47
2002-06-09	35.477446808510635	47
2002-06-10	34.46340425531914	47
2002-06-11	33.7459574468085	47
2002-06-12	33.4155319148936	47
2002-06-13	33.478936170212776	47
2002-06-14	33.870851063829754	47
2002-06-15	34.58829787234044	47
2002-06-16	36.230212765957454	47
2002-06-17	35.17489361702126	47
2002-06-18	34.186382978723394	47
2002-06-19	33.45468085106383	47
2002-06-20	33.00574468085105	47
2002-06-21	32.651489361702104	47
2002-06-22	32.61063829787232	47
2002-06-23	32.49191489361704	47
2002-06-24	32.23148936170212	47
2002-06-25	31.917021276595737	47
2002-06-26	31.56872340425534	47
2002-06-27	31.22744680851064	47
2002-06-28	30.881914893617022	47
2002-06-29	30.61787234042552	47
2002-06-30	30.38468085106382	47
2002-07-01	30.13659574468084	47
2002-07-02	30.007021276595747	47
2002-07-03	29.958297872340445	47
2002-07-04	29.84638297872339	47
2002-07-05	29.758510638297878	47
2002-07-06	29.626808510638284	47
2002-07-07	29.47617021276598	47
2002-07-08	29.29851063829788	47
2002-07-09	29.086595744680853	47
2002-07-10	28.95787234042553	47
2002-07-11	29.33425531914895	47
2002-07-12	29.425106382978747	47
2002-07-13	29.34702127659573	47
2002-07-14	29.305319148936153	47
2002-07-15	29.31042553191488	47
2002-07-16	29.281914893617007	47
2002-07-17	34.22872340425532	47
2002-07-18	34.75276595744681	47
2002-07-19	33.94829787234043	47
2002-07-20	33.185744680851066	47
2002-07-21	32.70042553191487	47
2002-07-22	32.47765957446811	47
2002-07-23	32.26659574468086	47
2002-07-24	32.09617021276595	47
2002-07-25	31.997021276595756	47
2002-07-26	31.88234042553189	47
2002-07-27	31.965106382978732	47
2002-07-28	31.907872340425513	47
2002-07-29	31.676595744680842	47
2002-07-30	31.320638297872364	47
2002-07-31	30.927446808510638	47
2002-08-01	32.27276595744681	47
2002-08-02	32.64276595744681	47
2002-08-03	31.817234042553192	47
2002-08-04	31.597659574468064	47
2002-08-05	31.474893617021277	47
2002-08-06	31.22255319148936	47
2002-08-07	30.968936170212775	47
2002-08-08	31.149787234042556	47
2002-08-09	32.147446808510615	47
2002-08-10	32.561914893617015	47
2002-08-11	34.024042553191485	47
2002-08-12	34.445319148936164	47
