time	value	nobs
2014-01-01	34.17458695652174	46
2014-01-02	34.442638297872335	47
2014-01-03	34.913808510638304	47
2014-01-04	34.998063829787235	47
2014-01-05	35.47461702127659	47
2014-01-06	35.05023404255319	47
2014-01-07	34.733553191489364	47
2014-01-08	34.48942553191489	47
2014-01-09	34.33040425531915	47
2014-01-10	34.34538297872339	47
2014-01-11	34.39055319148935	47
2014-01-12	34.34240425531915	47
2014-01-13	34.302574468085105	47
2014-01-14	34.69412765957448	47
2014-01-15	34.62912765957447	47
2014-01-16	34.479893617021276	47
2014-01-17	34.38885106382979	47
2014-01-18	34.325489361702125	47
2014-01-19	34.25955319148936	47
2014-01-20	34.211893617021275	47
2014-01-21	34.22100000000001	47
2014-01-22	34.27272340425531	47
2014-01-23	34.28125531914893	47
2014-01-24	34.34021276595744	47
2014-01-25	34.456574468085115	47
2014-01-26	34.49427659574468	47
2014-01-27	34.90444680851063	47
2014-01-28	34.97185106382979	47
2014-01-29	34.79168085106383	47
2014-01-30	34.6408085106383	47
2014-01-31	34.52642553191489	47
2014-02-01	34.44117021276596	47
2014-02-02	34.512234042553196	47
2014-02-03	34.56161702127659	47
2014-02-04	34.52514893617021	47
2014-02-05	34.46795744680851	47
2014-02-06	34.45157446808509	47
2014-02-07	34.44631914893617	47
2014-02-08	34.414893617021285	47
2014-02-09	34.502170212765954	47
2014-02-10	34.68470212765957	47
2014-02-11	35.07291489361702	47
2014-02-12	34.9573404255319	47
2014-02-13	35.155255319148935	47
2014-02-14	35.44363829787234	47
2014-02-15	35.37408510638298	47
2014-02-16	35.643510638297876	47
2014-02-17	35.33782978723404	47
2014-02-18	35.06487234042554	47
2014-02-19	34.845574468085104	47
2014-02-20	34.754765957446814	47
2014-02-21	34.69521276595744	47
2014-02-22	34.64055319148937	47
2014-02-23	34.616765957446795	47
2014-02-24	34.587702127659576	47
2014-02-25	34.545106382978716	47
2014-02-26	34.50112765957447	47
2014-02-27	34.5246170212766	47
2014-02-28	34.60848936170212	47
2014-03-01	34.8463829787234	47
2014-03-02	34.839553191489365	47
2014-03-03	34.74655319148936	47
2014-03-04	34.671361702127655	47
2014-03-05	34.61044680851063	47
2014-03-06	34.558531914893614	47
2014-03-07	34.509723404255325	47
2014-03-08	34.470723404255324	47
2014-03-09	34.442234042553196	47
2014-03-10	34.393936170212775	47
2014-03-11	34.33868085106383	47
2014-03-12	34.2861914893617	47
2014-03-13	34.23704255319151	47
2014-03-14	34.19140425531915	47
2014-03-15	34.139680851063844	47
2014-03-16	34.12527659574468	47
2014-03-17	34.07272340425532	47
2014-03-18	33.94995744680851	47
2014-03-19	33.47625531914893	47
2014-03-20	33.347978723404246	47
2014-03-21	33.28674468085107	47
2014-03-22	33.84961702127659	47
2014-03-23	34.57953191489362	47
2014-03-24	34.66806382978723	47
2014-03-25	34.68623404255319	47
2014-03-26	34.642319148936174	47
2014-03-27	34.60182978723404	47
2014-03-28	34.56302127659574	47
2014-03-29	34.537744680851056	47
2014-03-30	34.789255319148936	47
2014-03-31	34.42082978723404	47
2014-04-01	34.35308510638298	47
2014-04-02	34.2771914893617	47
2014-04-03	34.2014255319149	47
2014-04-04	34.02631914893616	47
2014-04-05	33.97319148936171	47
2014-04-06	34.191553191489355	47
2014-04-07	34.24712765957447	47
2014-04-09	34.25029787234043	47
2014-04-10	34.244	47
2014-04-11	34.09657446808511	47
2014-04-12	33.60734042553191	47
2014-04-13	33.318127659574465	47
2014-04-14	33.0811914893617	47
2014-04-15	32.83459574468085	47
2014-04-16	32.60531914893617	47
2014-04-17	32.409680851063825	47
2014-04-18	32.25593617021277	47
2014-04-19	32.13802127659574	47
2014-04-20	32.05448936170213	47
2014-04-21	31.95791489361702	47
2014-04-22	31.86559574468085	47
2014-04-23	31.59085106382979	47
2014-04-24	31.388255319148932	47
2014-04-25	31.109574468085107	47
2014-04-26	30.854170212765972	47
2014-04-27	31.09244680851064	47
2014-04-28	31.058872340425538	47
2014-04-29	31.038063829787234	47
2014-04-30	30.900574468085107	47
2014-05-01	31.597297872340427	47
2014-05-02	34.06608510638298	47
2014-05-03	34.14476595744681	47
2014-05-04	34.06093617021276	47
2014-05-05	33.65148936170212	47
2014-05-06	32.62206382978722	47
2014-05-07	32.14965957446808	47
2014-05-08	32.09446808510638	47
2014-05-09	33.15578723404256	47
2014-05-10	33.568702127659584	47
2014-05-11	34.24240425531916	47
2014-05-12	34.4974255319149	47
2014-05-13	34.55955319148936	47
2014-05-14	34.60114893617022	47
2014-05-15	34.48553191489361	47
2014-05-16	34.31351063829788	47
2014-05-17	33.52982978723405	47
2014-05-18	32.72091489361702	47
2014-05-19	31.98521276595745	47
2014-05-20	31.500978723404256	47
2014-05-21	30.884957446808503	47
2014-05-22	30.215829787234043	47
2014-05-23	30.09293617021276	47
2014-05-24	31.131255319148934	47
2014-05-25	31.74846808510639	47
2014-05-26	31.398425531914896	47
2014-05-27	31.100914893617023	47
2014-05-28	30.753595744680855	47
2014-05-29	30.30423404255319	47
2014-05-30	29.902914893617023	47
2014-05-31	29.438191489361692	47
2014-06-01	28.884446808510642	47
2014-06-02	28.369914893617022	47
2014-06-03	27.854340425531916	47
2014-06-04	27.389553191489355	47
2014-06-05	27.18591489361702	47
2014-06-06	26.773297872340425	47
2014-06-07	26.202255319148943	47
2014-06-08	25.532617021276593	47
2014-06-09	24.81578723404255	47
2014-06-10	24.084255319148934	47
2014-06-11	23.469531914893615	47
2014-06-12	22.836702127659574	47
2014-06-13	22.169957446808507	47
2014-06-14	21.55959574468085	47
2014-06-15	21.030574468085106	47
2014-06-16	20.46291489361702	47
2014-06-17	19.926446808510637	47
2014-06-18	19.386255319148937	47
2014-06-19	18.812	47
2014-06-20	18.312638297872347	47
2014-06-21	17.846595744680847	47
2014-06-22	17.341893617021277	47
2014-06-23	16.855489361702123	47
2014-06-24	16.458638297872337	47
2014-06-25	16.061468085106387	47
2014-06-26	15.704063829787229	47
2014-06-27	15.359361702127659	47
2014-06-28	15.14034042553191	47
2014-06-29	15.236361702127658	47
2014-06-30	15.377914893617021	47
2014-07-01	15.408170212765954	47
2014-07-02	15.377255319148933	47
2014-07-03	15.305127659574465	47
2014-07-04	15.224404255319149	47
2014-07-05	15.222893617021274	47
2014-07-06	15.165170212765961	47
2014-07-07	15.111893617021279	47
2014-07-08	15.164510638297877	47
2014-07-09	15.241936170212766	47
2014-07-10	15.371893617021275	47
2014-07-11	15.443574468085103	47
2014-07-12	15.467744680851062	47
2014-07-13	15.468276595744683	47
2014-07-14	15.521276595744679	47
2014-07-15	15.521595744680853	47
2014-07-16	15.451638297872337	47
2014-07-17	15.356808510638297	47
2014-07-18	15.227723404255324	47
2014-07-19	15.064851063829787	47
2014-07-20	14.915808510638298	47
2014-07-21	14.974042553191492	47
2014-07-22	15.066255319148937	47
2014-07-23	15.11595744680851	47
2014-07-24	15.087957446808508	47
2014-07-25	15.015148936170215	47
2014-07-26	14.969106382978724	47
2014-07-27	14.899680851063835	47
2014-07-28	16.133787234042554	47
2014-07-29	19.088595744680852	47
2014-07-30	18.77855319148936	47
2014-07-31	15.980340425531914	47
2014-08-01	15.989106382978722	47
2014-08-02	15.967638297872341	47
2014-08-03	15.937127659574466	47
2014-08-04	15.86314893617021	47
2014-08-05	15.749361702127658	47
2014-08-06	15.604297872340426	47
2014-08-07	15.488999999999997	47
2014-08-08	15.331297872340434	47
2014-08-09	15.13904255319149	47
2014-08-10	15.120957446808509	47
2014-08-11	16.470446808510637	47
2014-08-12	16.548106382978723	47
2014-08-13	16.54470212765958	47
2014-08-14	16.672085106382983	47
2014-08-15	16.74614893617022	47
2014-08-16	16.770234042553188	47
2014-08-17	16.71014893617021	47
2014-08-18	16.650106382978723	47
2014-08-19	16.61034042553192	47
2014-08-20	16.506042553191488	47
2014-08-21	16.386319148936174	47
2014-08-22	16.20527659574468	47
2014-08-23	16.080829787234048	47
2014-08-24	16.02131914893617	47
2014-08-25	15.863297872340423	47
2014-08-26	16.003404255319147	47
2014-08-27	16.93476595744681	47
2014-08-28	17.192659574468085	47
2014-08-29	17.279063829787233	47
2014-08-30	17.307531914893612	47
2014-08-31	17.333361702127664	47
2014-09-01	17.38763829787234	47
2014-09-02	17.344787234042553	47
2014-09-03	17.277659574468082	47
2014-09-04	17.24304255319149	47
2014-09-05	17.148425531914892	47
2014-09-06	17.02270212765957	47
2014-09-07	16.90240425531915	47
2014-09-08	16.741914893617025	47
2014-09-09	16.56902127659574	47
2014-09-10	16.376319148936165	47
2014-09-11	16.208085106382985	47
2014-09-12	16.119319148936167	47
2014-09-13	16.115234042553187	47
2014-09-14	16.063148936170215	47
2014-09-15	15.950617021276598	47
2014-09-16	15.828638297872343	47
2014-09-17	15.695319148936173	47
2014-09-18	15.579042553191488	47
2014-09-19	15.570510638297868	47
2014-09-20	15.590170212765962	47
2014-09-21	15.610723404255317	47
2014-09-22	15.670851063829788	47
2014-09-23	15.65695744680851	47
2014-09-24	15.61134042553192	47
2014-09-25	15.597319148936169	47
2014-09-26	15.569787234042558	47
2014-09-27	15.485255319148937	47
2014-09-28	15.406914893617024	47
2014-09-29	15.301212765957445	47
2014-09-30	15.243425531914887	47
2014-10-01	15.214297872340422	47
2014-10-02	15.140638297872343	47
2014-10-03	15.046063829787236	47
2014-10-04	14.933382978723404	47
2014-10-05	14.864914893617021	47
2014-10-06	14.835510638297873	47
2014-10-07	14.79170212765957	47
2014-10-08	14.847617021276594	47
2014-10-09	14.916531914893614	47
2014-10-10	15.027872340425528	47
2014-10-11	15.242212765957447	47
2014-10-12	15.346063829787234	47
2014-10-13	15.474702127659572	47
2014-10-14	15.573170212765959	47
2014-10-15	15.636978723404255	47
2014-10-16	15.701531914893616	47
2014-10-17	16.694595744680853	47
2014-10-18	16.923319148936173	47
2014-10-19	17.003978723404252	47
2014-10-20	17.07768085106383	47
2014-10-21	17.172297872340426	47
2014-10-22	17.253702127659576	47
2014-10-23	17.30855319148936	47
2014-10-24	17.358999999999998	47
2014-10-25	17.407255319148934	47
2014-10-26	17.462446808510645	47
2014-10-27	17.498170212765963	47
2014-10-28	17.543063829787233	47
2014-10-29	17.58646808510638	47
2014-10-30	17.6101914893617	47
2014-10-31	17.64155319148936	47
2014-11-01	17.66146808510638	47
2014-11-02	17.685404255319153	47
2014-11-03	17.696936170212755	47
2014-11-04	17.896468085106385	47
2014-11-05	21.911404255319148	47
2014-11-06	23.416042553191485	47
2014-11-07	23.811319148936168	47
2014-11-08	23.9858085106383	47
2014-11-09	24.099085106382983	47
2014-11-10	24.203063829787233	47
2014-11-11	24.33908510638298	47
2014-11-12	24.457234042553193	47
2014-11-13	24.549999999999997	47
2014-11-14	24.638106382978723	47
2014-11-15	24.707191489361705	47
2014-11-16	25.074936170212766	47
2014-11-17	25.47104255319148	47
2014-11-18	25.684297872340426	47
2014-11-19	25.84276595744681	47
2014-11-20	25.949936170212766	47
2014-11-21	26.019765957446804	47
2014-11-22	26.070404255319147	47
2014-11-23	26.099234042553192	47
2014-11-24	26.10989361702128	47
2014-11-25	26.11421276595744	47
2014-11-26	26.132510638297862	47
2014-11-27	26.139957446808506	47
2014-11-28	26.158702127659563	47
2014-12-01	26.167191489361702	47
2014-12-02	26.156638297872348	47
2014-12-03	26.163085106382972	47
2014-12-04	26.189765957446806	47
2014-12-07	26.210893617021267	47
2014-12-08	29.153468085106383	47
2014-12-09	31.58534042553191	47
2014-12-10	31.66572340425532	47
2014-12-11	31.74517021276596	47
2014-12-12	31.93055319148936	47
2014-12-13	32.05891489361703	47
2014-12-14	33.8038510638298	47
2014-12-15	34.840638297872324	47
2014-12-16	34.88851063829788	47
2014-12-17	35.30514893617021	47
2014-12-18	38.7711489361702	47
2014-12-19	39.766021276595744	47
2014-12-20	39.905510638297876	47
2014-12-21	39.98125531914893	47
2014-12-22	36.28376595744681	47
2014-12-23	32.9366170212766	47
2014-12-24	32.249106382978724	47
2014-12-25	31.85478723404256	47
2014-12-26	31.61197872340426	47
2014-12-27	32.134914893617015	47
2014-12-28	33.6066170212766	47
2014-12-29	33.63197872340425	47
2014-12-30	33.525127659574466	47
2014-12-31	33.45744680851064	47
2015-01-01	33.44354347826087	46
2015-01-02	33.56970212765958	47
2015-01-03	34.24246808510638	47
2015-01-04	34.37836170212766	47
2015-01-05	33.88614893617022	47
2015-01-06	33.59485106382979	47
2015-01-07	33.50125531914894	47
2015-01-08	33.47208510638298	47
2015-01-09	33.51253191489363	47
2015-01-10	33.64740425531914	47
2015-01-11	34.235851063829784	47
2015-01-12	34.02308510638297	47
2015-01-13	33.778297872340424	47
2015-01-14	34.0616170212766	47
2015-01-15	34.13440425531915	47
2015-01-16	34.4794255319149	47
2015-01-17	34.67746808510638	47
2015-01-18	34.27872340425532	47
2015-01-19	34.03257446808511	47
2015-01-20	33.85672340425532	47
2015-01-21	33.76289361702127	47
2015-01-22	33.720702127659585	47
2015-01-23	33.7015744680851	47
2015-01-24	33.67010638297873	47
2015-01-25	33.66036170212766	47
2015-01-26	33.66455319148936	47
2015-01-27	34.40525531914893	47
2015-01-28	34.334936170212764	47
2015-01-29	34.30119148936171	47
2015-01-30	34.66153191489363	47
2015-01-31	34.634744680851064	47
2015-02-01	34.60593617021277	47
2015-02-02	34.56744680851064	47
2015-02-03	34.60274468085106	47
2015-02-04	34.40342553191489	47
2015-02-05	34.23276595744681	47
2015-02-06	34.10012765957447	47
2015-02-07	34.034957446808505	47
2015-02-08	33.98791489361702	47
2015-02-09	33.93063829787234	47
2015-02-10	33.88140425531915	47
2015-02-11	33.895595744680854	47
2015-02-12	34.05714893617021	47
2015-02-13	34.18378723404256	47
2015-02-14	34.36559574468086	47
2015-02-15	34.7158085106383	47
2015-02-16	34.53531914893617	47
2015-02-17	34.415617021276596	47
